experiment_id,year,author,name,model_id,x,y,uncertainty,error
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",KAUST_2018,18,0.7427652733118971,0.0,0.8542882672265094,-0.07789942422879764
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",KAUST_2018,18,1.0,0.06666666666666667,0.8752992642191876,0.06666666666666672
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",C3V3_PAH_HT,20,0.0,1.0,0.9999999999999998,1.1102230246251565e-16
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",C3V3_PAH_HT,20,0.03858520900321544,0.9666666666666667,0.7781209336523451,0.11861949060597565
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",C3V3_PAH_HT,20,0.7427652733118971,0.0,0.8059313726446335,-0.10375166120189416
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",C3V3_PAH_HT,20,1.0,0.06666666666666667,0.8752992642191875,0.06666666666666678
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",CRECK_2100_PAH,14,0.0,1.0,0.9999999999999998,1.1102230246251565e-16
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",CRECK_2100_PAH,14,0.03858520900321544,0.9666666666666667,0.8831102941642518,0.06249078649715234
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",CRECK_2100_PAH,14,0.7427652733118971,0.0,0.8683090467618791,-0.07040372959765867
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",CRECK_2100_PAH,14,1.0,0.06666666666666667,0.8752992642191876,0.06666666666666672
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",CRECK_2106_PRF,7,0.0,1.0,0.9999999999999998,1.1102230246251565e-16
211,2019,"Shao, Jiankun, 0000-0002-2156-7589; Choudhary, Rishav, 0000-0003-3480-7200; Davidson, David F., 0000-0002-4470-0135; Hanson, Ronald K.; Barak, Samuel; Vasu, Subith, 0000-0002-4164-3163",CRECK_2106_PRF,7,0.03858520900321544,0.9666666666666667,0.785382624443791,0.11473729443128222
